name,phone,category,full_url,short_url,sms_message,msg_chars,segments
Paradise Daiquiri,+17708813669,bar,https://inkthorn.ai/crustacean?claim=paradise-daiquiri&cat=bar,https://inkt.ai/c/paradise-daiquiri,Hi Paradise Daiquiri — your free GEO website is ready to claim: https://inkt.ai/c/paradise-daiquiri Reply STOP to opt out,121,1
Primetime,+15043478707,bar,https://inkthorn.ai/crustacean?claim=primetime&cat=bar,https://inkt.ai/c/primetime,Hi Primetime — your free GEO website is ready to claim: https://inkt.ai/c/primetime Reply STOP to opt out,105,1
Buddy's lounge,+15043473459,bar,https://inkthorn.ai/crustacean?claim=buddys-lounge&cat=bar,https://inkt.ai/c/buddys-lounge,Hi Buddy's lounge — your free GEO website is ready to claim: https://inkt.ai/c/buddys-lounge Reply STOP to opt out,114,1
Tig's Neighborhood Bar,+15042315989,bar,https://inkthorn.ai/crustacean?claim=tigs-neighborhood-bar&cat=bar,https://inkt.ai/c/tigs-neighborhood-bar,Hi Tig's Neighborhood Bar — your free GEO website is ready to claim: https://inkt.ai/c/tigs-neighborhood-bar Reply STOP to opt out,130,1
Brass Rail,+15043717515,bar,https://inkthorn.ai/crustacean?claim=brass-rail&cat=bar,https://inkt.ai/c/brass-rail,Hi Brass Rail — your free GEO website is ready to claim: https://inkt.ai/c/brass-rail Reply STOP to opt out,107,1
Cozy Kit Bar & Lounge,+15042908646,bar,https://inkthorn.ai/crustacean?claim=cozy-kit-bar-lounge&cat=bar,https://inkt.ai/c/cozy-kit-bar-lounge,Hi Cozy Kit Bar & Lounge — your free GEO website is ready to claim: https://inkt.ai/c/cozy-kit-bar-lounge Reply STOP to opt out,127,1
Etcetera Bar & Lounge,+15043076955,bar,https://inkthorn.ai/crustacean?claim=etcetera-bar-lounge&cat=bar,https://inkt.ai/c/etcetera-bar-lounge,Hi Etcetera Bar & Lounge — your free GEO website is ready to claim: https://inkt.ai/c/etcetera-bar-lounge Reply STOP to opt out,127,1
Club 1111 Bar & Hookah,+15044818314,bar,https://inkthorn.ai/crustacean?claim=club-1111-bar-hookah&cat=bar,https://inkt.ai/c/club-1111-bar-hookah,Hi Club 1111 Bar & Hookah — your free GEO website is ready to claim: https://inkt.ai/c/club-1111-bar-hookah Reply STOP to opt out,129,1
Side Pocket Bar & Grill,+15042650738,bar,https://inkthorn.ai/crustacean?claim=side-pocket-bar-grill&cat=bar,https://inkt.ai/c/side-pocket-bar-grill,Hi Side Pocket Bar & Grill — your free GEO website is ready to claim: https://inkt.ai/c/side-pocket-bar-grill Reply STOP to opt out,131,1
Smittys Lounge,+19855155578,bar,https://inkthorn.ai/crustacean?claim=smittys-lounge&cat=bar,https://inkt.ai/c/smittys-lounge,Hi Smittys Lounge — your free GEO website is ready to claim: https://inkt.ai/c/smittys-lounge Reply STOP to opt out,115,1
Deuce'z Sports Bar,+15044782993,bar,https://inkthorn.ai/crustacean?claim=deucez-sports-bar&cat=bar,https://inkt.ai/c/deucez-sports-bar,Hi Deuce'z Sports Bar — your free GEO website is ready to claim: https://inkt.ai/c/deucez-sports-bar Reply STOP to opt out,122,1
Brothers III Lounge,+15048979912,bar,https://inkthorn.ai/crustacean?claim=brothers-iii-lounge&cat=bar,https://inkt.ai/c/brothers-iii-lounge,Hi Brothers III Lounge — your free GEO website is ready to claim: https://inkt.ai/c/brothers-iii-lounge Reply STOP to opt out,125,1
Redd's Uptilly Tavern,+15043011605,bar,https://inkthorn.ai/crustacean?claim=redds-uptilly-tavern&cat=bar,https://inkt.ai/c/redds-uptilly-tavern,Hi Redd's Uptilly Tavern — your free GEO website is ready to claim: https://inkt.ai/c/redds-uptilly-tavern Reply STOP to opt out,128,1
Algiers Sports Bar 1,+15043549577,bar,https://inkthorn.ai/crustacean?claim=algiers-sports-bar-1&cat=bar,https://inkt.ai/c/algiers-sports-bar-1,Hi Algiers Sports Bar 1 — your free GEO website is ready to claim: https://inkt.ai/c/algiers-sports-bar-1 Reply STOP to opt out,127,1
Daq Shaq,+15042677396,bar,https://inkthorn.ai/crustacean?claim=daq-shaq&cat=bar,https://inkt.ai/c/daq-shaq,Hi Daq Shaq — your free GEO website is ready to claim: https://inkt.ai/c/daq-shaq Reply STOP to opt out,103,1
Ziggs Last Stop Lounge,+15043092507,bar,https://inkthorn.ai/crustacean?claim=ziggs-last-stop-lounge&cat=bar,https://inkt.ai/c/ziggs-last-stop-lounge,Hi Ziggs Last Stop Lounge — your free GEO website is ready to claim: https://inkt.ai/c/ziggs-last-stop-lounge Reply STOP to opt out,131,1
Sully's,+15043048384,bar,https://inkthorn.ai/crustacean?claim=sullys&cat=bar,https://inkt.ai/c/sullys,Hi Sully's — your free GEO website is ready to claim: https://inkt.ai/c/sullys Reply STOP to opt out,100,1
Cy's Bar,+15042799562,bar,https://inkthorn.ai/crustacean?claim=cys-bar&cat=bar,https://inkt.ai/c/cys-bar,Hi Cy's Bar — your free GEO website is ready to claim: https://inkt.ai/c/cys-bar Reply STOP to opt out,102,1
Backyard Bar & Grill,+15043722090,bar,https://inkthorn.ai/crustacean?claim=backyard-bar-grill&cat=bar,https://inkt.ai/c/backyard-bar-grill,Hi Backyard Bar & Grill — your free GEO website is ready to claim: https://inkt.ai/c/backyard-bar-grill Reply STOP to opt out,125,1
Frozen Fantasies,+15042674823,bar,https://inkthorn.ai/crustacean?claim=frozen-fantasies&cat=bar,https://inkt.ai/c/frozen-fantasies,Hi Frozen Fantasies — your free GEO website is ready to claim: https://inkt.ai/c/frozen-fantasies Reply STOP to opt out,119,1
OAB on the River,+15043434777,bar,https://inkthorn.ai/crustacean?claim=oab-on-the-river&cat=bar,https://inkt.ai/c/oab-on-the-river,Hi OAB on the River — your free GEO website is ready to claim: https://inkt.ai/c/oab-on-the-river Reply STOP to opt out,119,1
Sportsman Bar & Lounge,+15043661770,bar,https://inkthorn.ai/crustacean?claim=sportsman-bar-lounge&cat=bar,https://inkt.ai/c/sportsman-bar-lounge,Hi Sportsman Bar & Lounge — your free GEO website is ready to claim: https://inkt.ai/c/sportsman-bar-lounge Reply STOP to opt out,129,1
Daiquiri Place,+15043675909,bar,https://inkthorn.ai/crustacean?claim=daiquiri-place&cat=bar,https://inkt.ai/c/daiquiri-place,Hi Daiquiri Place — your free GEO website is ready to claim: https://inkt.ai/c/daiquiri-place Reply STOP to opt out,115,1
The Beer Box,+19856490470,bar,https://inkthorn.ai/crustacean?claim=the-beer-box&cat=bar,https://inkt.ai/c/the-beer-box,Hi The Beer Box — your free GEO website is ready to claim: https://inkt.ai/c/the-beer-box Reply STOP to opt out,111,1
Daiquiris Now,+19856430657,bar,https://inkthorn.ai/crustacean?claim=daiquiris-now&cat=bar,https://inkt.ai/c/daiquiris-now,Hi Daiquiris Now — your free GEO website is ready to claim: https://inkt.ai/c/daiquiris-now Reply STOP to opt out,113,1
Daiquiris & Creams Of Slidell,+19857819878,bar,https://inkthorn.ai/crustacean?claim=daiquiris-creams-of-slidell&cat=bar,https://inkt.ai/c/daiquiris-creams-of-slidell,Hi Daiquiris & Creams Of Slidell — your free GEO website is ready to claim: https://inkt.ai/c/daiquiris-creams-of-slidell Reply STOP to opt out,143,1
Castaway's Tropical Daiquiris,+19856417033,bar,https://inkthorn.ai/crustacean?claim=castaways-tropical-daiquiris&cat=bar,https://inkt.ai/c/castaways-tropical-daiquiris,Hi Castaway's Tropical Daiquiris — your free GEO website is ready to claim: https://inkt.ai/c/castaways-tropical-daiquiris Reply STOP to opt out,144,1
Backyard Bar & Lounge,+19852017715,bar,https://inkthorn.ai/crustacean?claim=backyard-bar-lounge&cat=bar,https://inkt.ai/c/backyard-bar-lounge,Hi Backyard Bar & Lounge — your free GEO website is ready to claim: https://inkt.ai/c/backyard-bar-lounge Reply STOP to opt out,127,1
Fire N Ice hookah lounge & Bar,+19853743619,bar,https://inkthorn.ai/crustacean?claim=fire-n-ice-hookah-lounge-bar&cat=bar,https://inkt.ai/c/fire-n-ice-hookah-lounge-bar,Hi Fire N Ice hookah lounge & Bar — your free GEO website is ready to claim: https://inkt.ai/c/fire-n-ice-hookah-lounge-bar Reply STOP to opt out,145,1
Tipsey’s Hole in The Wall,+19852594115,bar,https://inkthorn.ai/crustacean?claim=tipseys-hole-in-the-wall&cat=bar,https://inkt.ai/c/tipseys-hole-in-the-wall,Hi Tipsey’s Hole in The Wall — your free GEO website is ready to claim: https://inkt.ai/c/tipseys-hole-in-the-wall Reply STOP to opt out,136,1
Daiquiris & creams,+19852885938,bar,https://inkthorn.ai/crustacean?claim=daiquiris-creams&cat=bar,https://inkt.ai/c/daiquiris-creams,Hi Daiquiris & creams — your free GEO website is ready to claim: https://inkt.ai/c/daiquiris-creams Reply STOP to opt out,121,1
Flash Nola Mobile Bartending Service,+15042873514,bar,https://inkthorn.ai/crustacean?claim=flash-nola-mobile-bartending-service&cat=bar,https://inkt.ai/c/flash-nola-mobile-bartending-service,Hi Flash Nola Mobile Bartending Service — your free GEO website is ready to claim: https://inkt.ai/c/flash-nola-mobile-bartending-service Reply STOP to opt out,159,1
Dell Trailer Bar,+19852880884,bar,https://inkthorn.ai/crustacean?claim=dell-trailer-bar&cat=bar,https://inkt.ai/c/dell-trailer-bar,Hi Dell Trailer Bar — your free GEO website is ready to claim: https://inkt.ai/c/dell-trailer-bar Reply STOP to opt out,119,1
Southern Comfort,+19852149141,bar,https://inkthorn.ai/crustacean?claim=southern-comfort&cat=bar,https://inkt.ai/c/southern-comfort,Hi Southern Comfort — your free GEO website is ready to claim: https://inkt.ai/c/southern-comfort Reply STOP to opt out,119,1
Landing Bar & Grill,+19856459009,bar,https://inkthorn.ai/crustacean?claim=landing-bar-grill&cat=bar,https://inkt.ai/c/landing-bar-grill,Hi Landing Bar & Grill — your free GEO website is ready to claim: https://inkt.ai/c/landing-bar-grill Reply STOP to opt out,123,1
Interference Sports Bar,+19856741655,bar,https://inkthorn.ai/crustacean?claim=interference-sports-bar&cat=bar,https://inkt.ai/c/interference-sports-bar,Hi Interference Sports Bar — your free GEO website is ready to claim: https://inkt.ai/c/interference-sports-bar Reply STOP to opt out,133,1
Donz On the Lake,+19857780262,bar,https://inkthorn.ai/crustacean?claim=donz-on-the-lake&cat=bar,https://inkt.ai/c/donz-on-the-lake,Hi Donz On the Lake — your free GEO website is ready to claim: https://inkt.ai/c/donz-on-the-lake Reply STOP to opt out,119,1
Two Pour Bartenders,+19853776324,bar,https://inkthorn.ai/crustacean?claim=two-pour-bartenders&cat=bar,https://inkt.ai/c/two-pour-bartenders,Hi Two Pour Bartenders — your free GEO website is ready to claim: https://inkt.ai/c/two-pour-bartenders Reply STOP to opt out,125,1
Mandeville Daiquiris,+19856749463,bar,https://inkthorn.ai/crustacean?claim=mandeville-daiquiris&cat=bar,https://inkt.ai/c/mandeville-daiquiris,Hi Mandeville Daiquiris — your free GEO website is ready to claim: https://inkt.ai/c/mandeville-daiquiris Reply STOP to opt out,127,1
Stemless,+15047560382,bar,https://inkthorn.ai/crustacean?claim=stemless&cat=bar,https://inkt.ai/c/stemless,Hi Stemless — your free GEO website is ready to claim: https://inkt.ai/c/stemless Reply STOP to opt out,103,1
Bayou Daiquiris,+19858823339,bar,https://inkthorn.ai/crustacean?claim=bayou-daiquiris&cat=bar,https://inkt.ai/c/bayou-daiquiris,Hi Bayou Daiquiris — your free GEO website is ready to claim: https://inkt.ai/c/bayou-daiquiris Reply STOP to opt out,117,1
Da Crab Trap,+19852189700,bar,https://inkthorn.ai/crustacean?claim=da-crab-trap&cat=bar,https://inkt.ai/c/da-crab-trap,Hi Da Crab Trap — your free GEO website is ready to claim: https://inkt.ai/c/da-crab-trap Reply STOP to opt out,111,1
Plantation Pub,+19856524412,bar,https://inkthorn.ai/crustacean?claim=plantation-pub&cat=bar,https://inkt.ai/c/plantation-pub,Hi Plantation Pub — your free GEO website is ready to claim: https://inkt.ai/c/plantation-pub Reply STOP to opt out,115,1
Hammerheads Sports Bar,+19853595704,bar,https://inkthorn.ai/crustacean?claim=hammerheads-sports-bar&cat=bar,https://inkt.ai/c/hammerheads-sports-bar,Hi Hammerheads Sports Bar — your free GEO website is ready to claim: https://inkt.ai/c/hammerheads-sports-bar Reply STOP to opt out,131,1
The Hideaway Laplace,+15044227882,bar,https://inkthorn.ai/crustacean?claim=the-hideaway-laplace&cat=bar,https://inkt.ai/c/the-hideaway-laplace,Hi The Hideaway Laplace — your free GEO website is ready to claim: https://inkt.ai/c/the-hideaway-laplace Reply STOP to opt out,127,1
The Pitstop Saloon,+19853318790,bar,https://inkthorn.ai/crustacean?claim=the-pitstop-saloon&cat=bar,https://inkt.ai/c/the-pitstop-saloon,Hi The Pitstop Saloon — your free GEO website is ready to claim: https://inkt.ai/c/the-pitstop-saloon Reply STOP to opt out,123,1
Fat Boy's Bar & Grill,+19853315095,bar,https://inkthorn.ai/crustacean?claim=fat-boys-bar-grill&cat=bar,https://inkt.ai/c/fat-boys-bar-grill,Hi Fat Boy's Bar & Grill — your free GEO website is ready to claim: https://inkt.ai/c/fat-boys-bar-grill Reply STOP to opt out,126,1
Boomerang,+19857648480,bar,https://inkthorn.ai/crustacean?claim=boomerang&cat=bar,https://inkt.ai/c/boomerang,Hi Boomerang — your free GEO website is ready to claim: https://inkt.ai/c/boomerang Reply STOP to opt out,105,1
Norma's Sweets Bakery,+15043095401,bakery,https://inkthorn.ai/crustacean?claim=normas-sweets-bakery&cat=bakery,https://inkt.ai/c/normas-sweets-bakery,Hi Norma's Sweets Bakery — your free GEO website is ready to claim: https://inkt.ai/c/normas-sweets-bakery Reply STOP to opt out,128,1
O'Delice French Bakery,+15048952144,bakery,https://inkthorn.ai/crustacean?claim=odelice-french-bakery&cat=bakery,https://inkt.ai/c/odelice-french-bakery,Hi O'Delice French Bakery — your free GEO website is ready to claim: https://inkt.ai/c/odelice-french-bakery Reply STOP to opt out,130,1
Haydel's Bake Shop,+15042673165,bakery,https://inkthorn.ai/crustacean?claim=haydels-bake-shop&cat=bakery,https://inkt.ai/c/haydels-bake-shop,Hi Haydel's Bake Shop — your free GEO website is ready to claim: https://inkt.ai/c/haydels-bake-shop Reply STOP to opt out,122,1
Beka's Dozen,+15048120866,bakery,https://inkthorn.ai/crustacean?claim=bekas-dozen&cat=bakery,https://inkt.ai/c/bekas-dozen,Hi Beka's Dozen — your free GEO website is ready to claim: https://inkt.ai/c/bekas-dozen Reply STOP to opt out,110,1
Tastee Restaurant Deli-Donuts,+15049498690,bakery,https://inkthorn.ai/crustacean?claim=tastee-restaurant-deli-donuts&cat=bakery,https://inkt.ai/c/tastee-restaurant-deli-donuts,Hi Tastee Restaurant Deli-Donuts — your free GEO website is ready to claim: https://inkt.ai/c/tastee-restaurant-deli-donuts Reply STOP to opt out,145,1
Croissant D’Or on Chartres,+15043503020,bakery,https://inkthorn.ai/crustacean?claim=croissant-dor-on-chartres&cat=bakery,https://inkt.ai/c/croissant-dor-on-chartres,Hi Croissant D’Or on Chartres — your free GEO website is ready to claim: https://inkt.ai/c/croissant-dor-on-chartres Reply STOP to opt out,138,1
Crescent Counter,+15043146659,bakery,https://inkthorn.ai/crustacean?claim=crescent-counter&cat=bakery,https://inkt.ai/c/crescent-counter,Hi Crescent Counter — your free GEO website is ready to claim: https://inkt.ai/c/crescent-counter Reply STOP to opt out,119,1
Tastee Restaurant,+15044839080,bakery,https://inkthorn.ai/crustacean?claim=tastee-restaurant&cat=bakery,https://inkt.ai/c/tastee-restaurant,Hi Tastee Restaurant — your free GEO website is ready to claim: https://inkt.ai/c/tastee-restaurant Reply STOP to opt out,121,1
Umai Cookies,+15042701015,bakery,https://inkthorn.ai/crustacean?claim=umai-cookies&cat=bakery,https://inkt.ai/c/umai-cookies,Hi Umai Cookies — your free GEO website is ready to claim: https://inkt.ai/c/umai-cookies Reply STOP to opt out,111,1
The Cake Lounge,+13059786872,bakery,https://inkthorn.ai/crustacean?claim=the-cake-lounge&cat=bakery,https://inkt.ai/c/the-cake-lounge,Hi The Cake Lounge — your free GEO website is ready to claim: https://inkt.ai/c/the-cake-lounge Reply STOP to opt out,117,1
Nola Cake Studio,+15043097169,bakery,https://inkthorn.ai/crustacean?claim=nola-cake-studio&cat=bakery,https://inkt.ai/c/nola-cake-studio,Hi Nola Cake Studio — your free GEO website is ready to claim: https://inkt.ai/c/nola-cake-studio Reply STOP to opt out,119,1
Heavenly Sweets BakeryLLC,+15044849709,bakery,https://inkthorn.ai/crustacean?claim=heavenly-sweets-bakeryllc&cat=bakery,https://inkt.ai/c/heavenly-sweets-bakeryllc,Hi Heavenly Sweets BakeryLLC — your free GEO website is ready to claim: https://inkt.ai/c/heavenly-sweets-bakeryllc Reply STOP to opt out,137,1
CJ's Cookies LLC,+15043383910,bakery,https://inkthorn.ai/crustacean?claim=cjs-cookies-llc&cat=bakery,https://inkt.ai/c/cjs-cookies-llc,Hi CJ's Cookies LLC — your free GEO website is ready to claim: https://inkt.ai/c/cjs-cookies-llc Reply STOP to opt out,118,1
Cakes & Confections by Bill,+19102732420,bakery,https://inkthorn.ai/crustacean?claim=cakes-confections-by-bill&cat=bakery,https://inkt.ai/c/cakes-confections-by-bill,Hi Cakes & Confections by Bill — your free GEO website is ready to claim: https://inkt.ai/c/cakes-confections-by-bill Reply STOP to opt out,139,1
The Sweet Lyfe Confectionery,+15043551760,bakery,https://inkthorn.ai/crustacean?claim=the-sweet-lyfe-confectionery&cat=bakery,https://inkt.ai/c/the-sweet-lyfe-confectionery,Hi The Sweet Lyfe Confectionery — your free GEO website is ready to claim: https://inkt.ai/c/the-sweet-lyfe-confectionery Reply STOP to opt out,143,1
Boom’s House of Pound Cakes,+15042648215,bakery,https://inkthorn.ai/crustacean?claim=booms-house-of-pound-cakes&cat=bakery,https://inkt.ai/c/booms-house-of-pound-cakes,Hi Boom’s House of Pound Cakes — your free GEO website is ready to claim: https://inkt.ai/c/booms-house-of-pound-cakes Reply STOP to opt out,140,1
Banh Mi Cali,+15045818475,bakery,https://inkthorn.ai/crustacean?claim=banh-mi-cali&cat=bakery,https://inkt.ai/c/banh-mi-cali,Hi Banh Mi Cali — your free GEO website is ready to claim: https://inkt.ai/c/banh-mi-cali Reply STOP to opt out,111,1
El Catracho,+15045339904,bakery,https://inkthorn.ai/crustacean?claim=el-catracho&cat=bakery,https://inkt.ai/c/el-catracho,Hi El Catracho — your free GEO website is ready to claim: https://inkt.ai/c/el-catracho Reply STOP to opt out,109,1
slice by slice,+16013475647,bakery,https://inkthorn.ai/crustacean?claim=slice-by-slice&cat=bakery,https://inkt.ai/c/slice-by-slice,Hi slice by slice — your free GEO website is ready to claim: https://inkt.ai/c/slice-by-slice Reply STOP to opt out,115,1
Sweets By Carmelite,+15044531020,bakery,https://inkthorn.ai/crustacean?claim=sweets-by-carmelite&cat=bakery,https://inkt.ai/c/sweets-by-carmelite,Hi Sweets By Carmelite — your free GEO website is ready to claim: https://inkt.ai/c/sweets-by-carmelite Reply STOP to opt out,125,1
Cake Craze,+15043613448,bakery,https://inkthorn.ai/crustacean?claim=cake-craze&cat=bakery,https://inkt.ai/c/cake-craze,Hi Cake Craze — your free GEO website is ready to claim: https://inkt.ai/c/cake-craze Reply STOP to opt out,107,1
Honey Whip Donuts,+15043980950,bakery,https://inkthorn.ai/crustacean?claim=honey-whip-donuts&cat=bakery,https://inkt.ai/c/honey-whip-donuts,Hi Honey Whip Donuts — your free GEO website is ready to claim: https://inkt.ai/c/honey-whip-donuts Reply STOP to opt out,121,1
mana bakery cafe,+15043570094,bakery,https://inkthorn.ai/crustacean?claim=mana-bakery-cafe&cat=bakery,https://inkt.ai/c/mana-bakery-cafe,Hi mana bakery cafe — your free GEO website is ready to claim: https://inkt.ai/c/mana-bakery-cafe Reply STOP to opt out,119,1
Katie's,+15042394580,bakery,https://inkthorn.ai/crustacean?claim=katies&cat=bakery,https://inkt.ai/c/katies,Hi Katie's — your free GEO website is ready to claim: https://inkt.ai/c/katies Reply STOP to opt out,100,1
THE REAL PIE MAN,+15043624545,bakery,https://inkthorn.ai/crustacean?claim=the-real-pie-man&cat=bakery,https://inkt.ai/c/the-real-pie-man,Hi THE REAL PIE MAN — your free GEO website is ready to claim: https://inkt.ai/c/the-real-pie-man Reply STOP to opt out,119,1
Talented Toya's Sweet Reality,+15044592040,bakery,https://inkthorn.ai/crustacean?claim=talented-toyas-sweet-reality&cat=bakery,https://inkt.ai/c/talented-toyas-sweet-reality,Hi Talented Toya's Sweet Reality — your free GEO website is ready to claim: https://inkt.ai/c/talented-toyas-sweet-reality Reply STOP to opt out,144,1
One Smart Cookie Co,+15043046326,bakery,https://inkthorn.ai/crustacean?claim=one-smart-cookie-co&cat=bakery,https://inkt.ai/c/one-smart-cookie-co,Hi One Smart Cookie Co — your free GEO website is ready to claim: https://inkt.ai/c/one-smart-cookie-co Reply STOP to opt out,125,1
OMGG Pastries,+15044071945,bakery,https://inkthorn.ai/crustacean?claim=omgg-pastries&cat=bakery,https://inkt.ai/c/omgg-pastries,Hi OMGG Pastries — your free GEO website is ready to claim: https://inkt.ai/c/omgg-pastries Reply STOP to opt out,113,1
Mima's Desserts,+15048840150,bakery,https://inkthorn.ai/crustacean?claim=mimas-desserts&cat=bakery,https://inkt.ai/c/mimas-desserts,Hi Mima's Desserts — your free GEO website is ready to claim: https://inkt.ai/c/mimas-desserts Reply STOP to opt out,116,1
JusCookie Unlimited LLC,+15044604520,bakery,https://inkthorn.ai/crustacean?claim=juscookie-unlimited-llc&cat=bakery,https://inkt.ai/c/juscookie-unlimited-llc,Hi JusCookie Unlimited LLC — your free GEO website is ready to claim: https://inkt.ai/c/juscookie-unlimited-llc Reply STOP to opt out,133,1
Sweet Things Donuts and Grill,+15048341845,bakery,https://inkthorn.ai/crustacean?claim=sweet-things-donuts-and-grill&cat=bakery,https://inkt.ai/c/sweet-things-donuts-and-grill,Hi Sweet Things Donuts and Grill — your free GEO website is ready to claim: https://inkt.ai/c/sweet-things-donuts-and-grill Reply STOP to opt out,145,1
Our Fleur de Lis Creations,+15049755697,bakery,https://inkthorn.ai/crustacean?claim=our-fleur-de-lis-creations&cat=bakery,https://inkt.ai/c/our-fleur-de-lis-creations,Hi Our Fleur de Lis Creations — your free GEO website is ready to claim: https://inkt.ai/c/our-fleur-de-lis-creations Reply STOP to opt out,139,1
Norma's Sweets Bakery,+15044674309,bakery,https://inkthorn.ai/crustacean?claim=normas-sweets-bakery&cat=bakery,https://inkt.ai/c/normas-sweets-bakery,Hi Norma's Sweets Bakery — your free GEO website is ready to claim: https://inkt.ai/c/normas-sweets-bakery Reply STOP to opt out,128,1
Haydel's Bakery Warehouse,+15044716103,bakery,https://inkthorn.ai/crustacean?claim=haydels-bakery-warehouse&cat=bakery,https://inkt.ai/c/haydels-bakery-warehouse,Hi Haydel's Bakery Warehouse — your free GEO website is ready to claim: https://inkt.ai/c/haydels-bakery-warehouse Reply STOP to opt out,136,1
Cookies by Iris,+15045593677,bakery,https://inkthorn.ai/crustacean?claim=cookies-by-iris&cat=bakery,https://inkt.ai/c/cookies-by-iris,Hi Cookies by Iris — your free GEO website is ready to claim: https://inkt.ai/c/cookies-by-iris Reply STOP to opt out,117,1
Creme Fraiche Cafe,+15042874073,bakery,https://inkthorn.ai/crustacean?claim=creme-fraiche-cafe&cat=bakery,https://inkt.ai/c/creme-fraiche-cafe,Hi Creme Fraiche Cafe — your free GEO website is ready to claim: https://inkt.ai/c/creme-fraiche-cafe Reply STOP to opt out,123,1
The People's Bakery,+15042852092,bakery,https://inkthorn.ai/crustacean?claim=the-peoples-bakery&cat=bakery,https://inkt.ai/c/the-peoples-bakery,Hi The People's Bakery — your free GEO website is ready to claim: https://inkt.ai/c/the-peoples-bakery Reply STOP to opt out,124,1
Cakes by MariamB,+15048755698,bakery,https://inkthorn.ai/crustacean?claim=cakes-by-mariamb&cat=bakery,https://inkt.ai/c/cakes-by-mariamb,Hi Cakes by MariamB — your free GEO website is ready to claim: https://inkt.ai/c/cakes-by-mariamb Reply STOP to opt out,119,1
Krasie Cakes,+15042476193,bakery,https://inkthorn.ai/crustacean?claim=krasie-cakes&cat=bakery,https://inkt.ai/c/krasie-cakes,Hi Krasie Cakes — your free GEO website is ready to claim: https://inkt.ai/c/krasie-cakes Reply STOP to opt out,111,1
Little J’s Donuts N’ More,+15044702623,bakery,https://inkthorn.ai/crustacean?claim=little-js-donuts-n-more&cat=bakery,https://inkt.ai/c/little-js-donuts-n-more,Hi Little J’s Donuts N’ More — your free GEO website is ready to claim: https://inkt.ai/c/little-js-donuts-n-more Reply STOP to opt out,135,1
"The Wandering Goat - Sandwiches , Bakery + Gelato",+15049152400,bakery,https://inkthorn.ai/crustacean?claim=the-wandering-goat-sandwiches-bakery-gelato&cat=bakery,https://inkt.ai/c/the-wandering-goat-sandwiches-bakery-gelato,"Hi The Wandering Goat - Sandwiches , Bakery + Gelato — your free GEO website is ready to claim: https://inkt.ai/c/the-wandering-goat-sandwiches-bakery-gelato Reply STOP to opt out",179,2
BakeNTake BAKERY,+15047029116,bakery,https://inkthorn.ai/crustacean?claim=bakentake-bakery&cat=bakery,https://inkt.ai/c/bakentake-bakery,Hi BakeNTake BAKERY — your free GEO website is ready to claim: https://inkt.ai/c/bakentake-bakery Reply STOP to opt out,119,1
Estralita's Cafe / Carryout,+15043408517,bakery,https://inkthorn.ai/crustacean?claim=estralitas-cafe-carryout&cat=bakery,https://inkt.ai/c/estralitas-cafe-carryout,Hi Estralita's Cafe / Carryout — your free GEO website is ready to claim: https://inkt.ai/c/estralitas-cafe-carryout Reply STOP to opt out,138,1
Tasty cream donut,+15626376323,bakery,https://inkthorn.ai/crustacean?claim=tasty-cream-donut&cat=bakery,https://inkt.ai/c/tasty-cream-donut,Hi Tasty cream donut — your free GEO website is ready to claim: https://inkt.ai/c/tasty-cream-donut Reply STOP to opt out,121,1
Johnisha Dream Cakes Bakery,+15046172227,bakery,https://inkthorn.ai/crustacean?claim=johnisha-dream-cakes-bakery&cat=bakery,https://inkt.ai/c/johnisha-dream-cakes-bakery,Hi Johnisha Dream Cakes Bakery — your free GEO website is ready to claim: https://inkt.ai/c/johnisha-dream-cakes-bakery Reply STOP to opt out,141,1
Aaron's Cafe & Donuts,+15042761099,bakery,https://inkthorn.ai/crustacean?claim=aarons-cafe-donuts&cat=bakery,https://inkt.ai/c/aarons-cafe-donuts,Hi Aaron's Cafe & Donuts — your free GEO website is ready to claim: https://inkt.ai/c/aarons-cafe-donuts Reply STOP to opt out,126,1
"Flour De Lis: Cakes, Catering, & Pastries",+15044946350,bakery,https://inkthorn.ai/crustacean?claim=flour-de-lis-cakes-catering-pastries&cat=bakery,https://inkt.ai/c/flour-de-lis-cakes-catering-pastries,"Hi Flour De Lis: Cakes, Catering, & Pastries — your free GEO website is ready to claim: https://inkt.ai/c/flour-de-lis-cakes-catering-pastries Reply STOP to opt out",164,2
Merita Bread,+15043923733,bakery,https://inkthorn.ai/crustacean?claim=merita-bread&cat=bakery,https://inkt.ai/c/merita-bread,Hi Merita Bread — your free GEO website is ready to claim: https://inkt.ai/c/merita-bread Reply STOP to opt out,111,1
"Grannyfaecakes, LLC",+18133636107,bakery,https://inkthorn.ai/crustacean?claim=grannyfaecakes-llc&cat=bakery,https://inkt.ai/c/grannyfaecakes-llc,"Hi Grannyfaecakes, LLC — your free GEO website is ready to claim: https://inkt.ai/c/grannyfaecakes-llc Reply STOP to opt out",124,1
Creative Cookies,+19856390095,bakery,https://inkthorn.ai/crustacean?claim=creative-cookies&cat=bakery,https://inkt.ai/c/creative-cookies,Hi Creative Cookies — your free GEO website is ready to claim: https://inkt.ai/c/creative-cookies Reply STOP to opt out,119,1
